Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
2484XQZ100,GI,ZPK001,Other,5.804,5.86,700.0,871.5,0.077,7.0,0.001,0.0133,88.0,1245,100.0,50.229
2484XQZ200,GI,ZPK001,Other,5.056,5.105,649.28,808.35,0.071,7.0,0.001,0.0133,88.0,1245,92.754,43.757
2484XR0000,PPGL,LPR955,Other,21.7,22.115,5212.1,6358.76,0.483,32.0,0.0,0.0203,76.034,1220,162.878,41.466
2484XS1000,PPGL,LCO955,Other,-445.66,6.555,1594.15,1944.86,0.292,30.0,-0.029,0.011,150.0,1220,53.138,13.11
2484XSZ000,PPGL,LCO955,Other,15.8,16.1,1733.104,2114.39,0.317,20.0,0.001,0.041,150.0,1220,86.655,48.3
2484XT0000,PPGL,LCO955,Other,20.13,21.255,5952.0,7261.44,1.133,42.0,0.0,0.0416,156.0,1220,141.714,30.364
2484XU0000,PPGL,LCO955,Other,19.0,19.82,4890.1,5965.92,0.943,34.0,0.0,0.0422,158.141,1220,143.826,34.976
2484XV0000,PPGL,LID925,Other,21.53,22.195,6499.266,7929.1,0.666,42.0,0.0,0.0224,84.0,1220,154.744,31.707
2484XW0000,PPGL,LPR955,Other,21.53,22.08,5515.607,6729.04,0.606,35.0,0.0,0.024,90.0,1220,157.589,37.851
2484XX1000,PPGL,LCO955,Other,8.133,8.5,2096.9,2558.22,0.392,13.0,0.0,0.0409,153.363,1220,161.3,39.231
2484XX2000,PPGL,LCO955,Other,13.377,13.98,3447.0,4205.34,0.648,22.0,0.0,0.0411,153.977,1220,156.682,38.127
2484XY0000,PPGL,LID925,Other,21.18,21.45,5690.3,6942.17,0.565,37.0,0.0,0.0217,81.317,1220,153.792,34.784
2484XZ0000,PPGL,LCO955,Other,20.12,21.29,5990.0,7307.8,1.184,35.0,0.0,0.0432,161.964,1220,171.143,36.497
2484YC0000,PPGL,LID925,Other,21.3,21.69,5749.6,7014.51,0.506,37.0,0.0,0.0192,72.137,1220,155.395,35.173
2484YD0000,PPGL,LID925,Other,21.29,21.77,5659.437,6904.51,0.483,38.0,0.0,0.0187,70.0,1220,148.933,34.374
2484YN1100,PPGL,LID955,Other,6.409,6.64,1600.0,2304.0,0.24,12.0,0.0,0.0277,104.0,1440,133.333,33.2
2484YN1200,PPGL,LID955,Other,15.491,16.05,3900.0,5616.0,0.584,26.0,0.0,0.0277,104.0,1440,150.0,37.038
2484YT0000,PPGL,LID925,Other,21.41,22.05,6595.4,8046.39,0.655,41.0,0.0,0.0217,81.352,1220,160.863,32.268
2484YV0000,PPGL,LPR955,Other,21.5,22.085,5516.856,6730.56,0.673,25.0,0.0,0.0267,100.0,1220,220.674,53.004
2484YW0000,PPGL,LPR955,Other,21.35,20.365,5451.2,6650.46,0.504,33.0,0.0,0.0202,75.824,1220,165.188,37.027
2484YY0000,PPGL,LPR955,Other,21.45,21.99,5575.8,6802.48,0.566,34.0,0.0,0.0222,83.149,1220,163.994,38.806
2484ZV0000,PPGL,LPR955,Other,21.77,22.16,5223.3,6372.43,0.486,32.0,0.0,0.0203,76.23,1220,163.228,41.55
2484ZW0000,PPGL,LID925,Other,20.71,21.07,5477.461,6682.5,0.468,37.0,0.0,0.0187,70.0,1220,148.039,34.168
2484ZX0000,PPGL,LPR955,Other,21.73,22.125,5218.0,6365.96,0.461,32.0,0.0,0.0193,72.436,1220,163.062,41.484
24850K0000,PPGL,LPR955,Other,21.29,21.865,5461.9,6663.52,0.6,35.0,0.0,0.024,90.0,1220,156.054,37.483
24850U0000,PPGL,LPR955,Other,21.26,21.655,5047.202,6157.59,0.48,30.0,0.0,0.0208,78.0,1220,168.24,43.31
24850V1000,GI,ZGN110,Retail,4.367,4.34,367.989,459.99,0.059,10.0,0.001,0.0189,128.0,1250,36.799,26.04
24850V2000,GI,ZGN110,Retail,8.282,8.23,697.822,872.28,0.112,10.0,0.001,0.0189,128.0,1250,69.782,49.38
24850V3000,GI,ZGN110,Retail,9.651,9.59,813.136,1016.42,0.13,10.0,0.001,0.0189,128.0,1250,81.314,57.54
24851A0000,PPGL,LCO955,Other,21.48,22.53,5536.2,6754.16,1.082,38.0,0.0,0.0427,160.189,1220,145.689,35.574
24851F1000,GL,AFH955,Other,10.561,10.75,1093.791,1367.24,0.216,25.0,0.001,0.0431,158.0,1250,43.752,25.8
24851F2000,GL,AFH955,Other,11.489,11.695,1189.943,1487.43,0.235,13.0,0.001,0.0431,158.0,1250,91.534,53.977
24851G0000,PPGL,LID925,Other,21.46,21.805,5668.535,6915.61,0.484,38.0,0.0,0.0187,70.0,1220,149.172,34.429
24851H0000,PPGL,LCO955,Other,21.22,22.38,6295.0,7679.9,1.176,41.0,0.0,0.0408,153.179,1220,153.537,32.751
24851P0000,PPGL,LID955,Other,20.1,20.44,5625.0,6862.5,0.48,11.0,0.0,0.0187,70.0,1220,511.364,111.491
24851U0000,PPGL,LID925,Other,21.53,21.91,5806.0,7083.32,0.595,37.0,0.0,0.0224,84.051,1220,156.919,35.53
24851V0000,PPGL,LCO955,Other,21.62,22.805,6059.099,7392.1,1.212,45.0,0.0,0.0437,164.0,1220,134.647,30.407
24851W0000,PPGL,LPR955,Other,21.46,22.005,5884.4,7178.97,0.576,36.0,0.0,0.0214,80.223,1220,163.456,36.675
24851Z0000,PPGL,LCO955,Other,20.73,21.78,5788.4,7061.85,1.108,33.0,0.0,0.0418,156.834,1220,175.406,39.6
24852H0000,PPGL,LID925,Other,21.7,22.12,5750.424,7015.52,0.491,61.0,0.0,0.0187,70.0,1220,94.269,21.757
24852J0000,PPGL,LID925,Other,21.69,22.065,5846.3,7132.49,0.6,37.0,0.0,0.0224,84.136,1220,158.008,35.781
24852L0000,PPGL,LID925,Other,21.6,21.965,5822.5,7103.45,0.589,37.0,0.0,0.0221,82.973,1220,157.365,35.619
24852R0000,GI,ZTU110,P&T,22.34,22.425,1901.416,2376.77,0.304,15.0,0.001,0.0189,128.0,1250,126.761,89.7
24852Z0000,GI,ZTU110,P&T,22.14,22.03,1245.283,1556.6,0.199,15.0,0.002,0.0199,128.0,1250,83.019,88.12
24853B0000,PPGL,LID925,Other,21.0,21.5,5589.246,6818.88,0.505,37.0,0.0,0.0197,74.0,1220,151.061,34.865
24853G1000,GI,ZST955,Retail,10.46,10.825,780.0,967.2,0.387,9.0,0.001,0.057,400.0,1240,86.667,72.167
24853G2000,GI,ZST955,Retail,9.77,10.11,706.0,875.44,0.35,12.0,0.001,0.057,400.0,1240,58.833,50.55
24853TZ000,GI,ZTU110,P&T,12.0,12.035,872.0,1090.0,0.087,14.0,0.001,0.0122,80.0,1250,62.286,51.579
24854K0000,PPGL,LCO955,Other,18.84,19.645,4843.3,5908.83,0.936,32.0,0.0,0.0423,158.443,1220,151.353,36.834
24856N0000,PPGL,LID955,Other,25.6,25.515,6423.3,9249.55,0.691,43.0,0.0,0.0199,74.691,1440,149.379,35.602
24857J1000,PPGL,LCO955,Other,3.365,3.8,1009.628,1231.75,0.439,11.0,0.0,0.0949,356.0,1220,91.784,20.727
24857J2000,PPGL,LCO955,Other,3.135,3.54,940.549,1147.47,0.408,9.0,0.0,0.0949,356.0,1220,104.505,23.6
24857JZ000,PPGL,LCO955,Other,14.259,15.165,2610.421,3184.71,0.478,30.0,0.001,0.041,150.0,1220,87.014,30.33
24858H0000,PPGL,LPR955,Other,21.76,22.29,5655.3,6899.47,0.569,34.0,0.0,0.022,82.464,1220,166.332,39.335
24858J0000,PPGL,LID925,Other,21.51,21.945,5704.93,6960.01,0.487,37.0,0.0,0.0187,70.0,1220,154.187,35.586
24858K0000,PPGL,LID925,Other,21.59,22.075,5840.2,7125.04,0.562,38.0,0.0,0.021,78.859,1220,153.689,34.855
24858L0000,PPGL,LID925,Other,20.3,20.79,5492.3,6700.61,0.527,35.0,0.0,0.021,78.648,1220,156.923,35.64
24859C0000,PPGL,LID925,Other,21.41,21.95,5706.23,6961.6,0.543,38.0,0.0,0.0208,78.0,1220,150.164,34.658
24859J0000,PPGL,LID925,Other,21.72,22.37,6686.5,8157.53,0.656,42.0,0.0,0.0214,80.393,1220,159.202,31.957
24859K0000,PPGL,LCO955,Other,19.74,20.665,5090.0,6209.8,0.979,29.0,0.0,0.042,157.642,1220,175.517,42.755
24859M0000,PPGL,LSP955,Other,20.57,21.07,2929.415,3661.77,0.579,25.0,0.001,0.0431,158.0,1250,117.177,50.568
2485DH0000,PPGL,LID925,Other,21.58,22.11,5834.2,7117.72,0.537,40.0,0.0,0.0201,75.469,1220,145.855,33.165
2485DL0000,GI,ZAP221,Appliance,27.2,27.86,4959.0,6893.01,0.827,20.0,0.001,0.0178,120.0,1390,247.95,83.58
2485DU0000,PPGL,LPR955,Other,21.23,21.79,5443.165,6640.66,0.598,35.0,0.0,0.024,90.0,1220,155.519,37.354
2485FF0000,PPGL,LID925,Other,20.47,20.99,5456.664,6657.13,0.533,40.0,0.0,0.0213,80.0,1220,136.417,31.485
2485FH0000,PPGL,LID925,Other,21.19,21.72,5743.5,7007.07,0.547,37.0,0.0,0.0208,78.122,1220,155.23,35.222
2485FK0000,PPGL,LID925,Other,20.31,20.79,5499.8,6709.76,0.522,36.0,0.0,0.0208,77.815,1220,152.772,34.65
2485FL0000,PPGL,LID925,Other,21.67,22.2,5871.6,7163.35,0.548,41.0,0.0,0.0204,76.487,1220,143.21,32.488
2485GA0000,PPGL,LID925,Other,21.3,21.615,1126.638,1374.5,0.33,29.0,0.002,0.066,240.0,1220,38.85,44.721
2485GP0000,PPGL,LID925,Other,21.18,21.71,5749.9,7014.88,0.552,37.0,0.0,0.021,78.622,1220,155.403,35.205
2485HG0000,PPGL,LID925,Other,21.52,22.055,5822.5,7103.45,0.557,38.0,0.0,0.0209,78.395,1220,153.224,34.824
2485HH0000,PPGL,LID925,Other,20.22,20.705,5468.4,6671.45,0.51,36.0,0.0,0.0204,76.43,1220,151.9,34.508
2485KL0000,PPGL,LID955,Other,21.71,22.355,6280.0,7661.6,0.674,39.0,0.0,0.0235,88.0,1220,161.026,34.392
2485KS0000,PPGL,LID925,Other,20.18,19.85,1034.641,1262.26,0.088,55.0,0.002,0.0207,70.0,1220,18.812,21.655
2485KV0000,PPGL,LPR955,Other,20.88,21.405,5435.5,6631.31,0.551,33.0,0.0,0.0222,83.108,1220,164.712,38.918
2485LF0000,GL,AFH955,Other,25.72,26.1,1707.0,2150.82,0.387,21.0,0.002,0.05,180.0,1260,81.286,74.571
2485LL0000,PPGL,LID925,Other,19.979,20.44,1561.372,1904.87,0.133,30.0,0.001,0.0197,70.0,1220,52.046,40.88
2485LN0000,PPGL,LID925,Other,21.42,22.01,1147.227,1399.62,0.616,22.0,0.002,0.1193,440.0,1220,52.147,60.027
2485MC1000,GI,ZPK001,Other,7.277,7.325,1599.3,1951.15,0.097,25.0,0.0,0.007,49.634,1220,63.972,17.58
2485MC2000,GI,ZPK001,Other,7.183,7.23,1573.1,1919.18,0.127,17.0,0.0,0.0093,66.208,1220,92.535,25.518
2485MC3000,GI,ZPK001,Other,7.471,7.52,1632.9,1992.14,0.147,15.0,0.0,0.0103,73.774,1220,108.86,30.08
2485MF0000,PPGL,LID955,Other,26.48,26.66,5324.8,7667.71,0.561,34.0,0.0,0.0195,73.148,1440,156.612,47.047
2485MH0000,GL,AFH955,Other,25.89,26.3,1717.0,2163.42,0.411,21.0,0.002,0.0527,190.0,1260,81.762,75.143
2485MK0000,GL,AFH955,Other,20.8,20.84,1362.0,1716.12,0.271,17.0,0.002,0.0441,158.0,1260,80.118,73.553
2485MN0000,PPGL,LID955,Other,19.71,20.31,5720.0,6978.4,0.698,55.0,0.0,0.0267,100.0,1220,104.0,22.156
2485MP0000,PPGL,LID925,Other,21.67,22.26,1160.257,1415.51,0.623,39.0,0.002,0.1193,440.0,1220,29.75,34.246
2485MQ0000,PPGL,LID925,Other,21.71,22.39,1728.938,2109.3,0.928,49.0,0.001,0.1183,440.0,1220,35.284,27.416
2485MR0000,PPGL,LID925,Other,21.0,21.515,5677.4,6926.43,0.583,36.0,0.0,0.0224,84.181,1220,157.706,35.858
2485MS0000,PPGL,LID925,Other,20.1,20.68,5305.0,6472.1,0.595,36.0,0.0,0.0245,92.0,1220,147.361,34.467
2485MT1000,GL,APL110,Other,11.404,11.615,1499.9,1874.88,0.276,12.0,0.001,0.0402,147.09,1250,124.992,58.075
2485MT2000,GL,APL110,Other,10.986,11.19,1445.9,1807.38,0.263,12.0,0.001,0.0398,145.428,1250,120.492,55.95
2485MU0000,PPGL,LID925,Other,21.28,21.88,5750.0,7015.0,0.631,39.0,0.0,0.024,90.0,1220,147.436,33.662
2485MV0000,GL,APL110,Other,17.79,18.26,3200.0,4000.0,0.62,21.0,0.001,0.0424,155.095,1250,152.381,52.171
2485MX1000,GL,APL110,Other,10.26,8.805,746.576,933.22,0.147,45.0,0.001,0.0431,158.0,1250,16.591,11.74
2485MXZ000,GL,APL110,Other,10.0,10.18,847.0,1058.75,0.18,15.0,0.001,0.0463,170.0,1250,56.467,40.72
2485NA0000,PPGL,LID925,Other,21.15,21.735,1132.893,1382.13,0.608,27.0,0.002,0.1193,440.0,1220,41.959,48.3
2485NG0000,PPGL,LID925,Other,21.43,22.02,5800.0,7076.0,0.637,37.0,0.0,0.024,90.0,1220,156.757,35.708
2485NH0000,PPGL,LID955,Other,19.49,20.0,5452.576,6652.14,0.532,35.0,0.0,0.0213,80.0,1220,155.788,34.286
2485NJ0000,PPGL,LID925,Other,19.59,20.04,5045.0,6154.9,0.492,33.0,0.0,0.0213,80.0,1220,152.879,36.436
2485NK0000,GL,AFH955,Other,22.34,22.34,1462.0,1842.12,0.291,18.0,0.002,0.0441,158.0,1260,81.222,74.467
2485NM0000,GL,AFH955,Other,25.99,26.045,1703.0,2145.78,0.339,1461.0,0.002,0.0441,158.0,1260,1.166,1.07
2485NZ1000,GI,ZPK001,Other,15.0,14.985,1619.099,2545.22,0.224,34.0,0.001,0.0133,88.0,1572,47.621,26.444
2485NZZ000,GI,ZPK001,Other,14.5,9.98,1076.265,1691.89,0.135,16.0,0.001,0.0122,80.0,1572,67.267,37.425
2485PV0000,GI,ZTU110,P&T,22.26,22.2,1254.892,1568.62,0.125,20.0,0.002,0.0132,80.0,1250,62.745,66.6
2485PY0000,GI,ZTU110,P&T,21.7,21.93,1859.445,2324.31,0.298,15.0,0.001,0.0189,128.0,1250,123.963,87.72
2485RN1000,GL,APL110,Other,11.504,11.605,1180.786,1475.98,0.233,20.0,0.001,0.0431,158.0,1250,59.039,34.815
2485RN2000,GL,APL110,Other,10.626,10.72,1000.0,1250.0,0.198,20.0,0.001,0.0431,158.0,1250,50.0,32.16
2485RX0000,PPGL,LPR955,Other,21.48,21.795,5534.6,6752.21,0.57,39.0,0.0,0.0225,84.424,1220,141.913,33.531
2485SC1000,GI,ZST955,Retail,13.314,13.785,1000.0,1240.0,0.471,10.0,0.001,0.0542,380.0,1240,100.0,82.71
2485SC2000,GI,ZST955,Retail,11.536,11.945,826.0,1024.24,0.41,10.0,0.001,0.057,400.0,1240,82.6,71.67
2485SX1000,GI,ZPL130,Panel,12.433,12.82,1000.0,1270.0,0.432,10.0,0.001,0.0486,340.0,1270,100.0,76.92
2485SX2000,GI,ZPL130,Panel,10.707,11.04,921.364,1170.13,0.398,15.0,0.001,0.0486,340.0,1270,61.424,44.16
2485TF1000,GI,ZPL110,Panel,13.203,13.54,875.0,1111.25,0.378,14.0,0.002,0.0496,340.0,1270,62.5,58.029
2485TF2000,GI,ZPL110,Panel,11.697,11.995,775.0,984.25,0.335,21.0,0.002,0.0496,340.0,1270,36.905,34.271
2485TK0000,GI,ZTU110,P&T,22.6,22.525,1527.916,1909.9,0.244,15.0,0.002,0.0199,128.0,1250,101.861,90.1
2485TL0000,GI,ZTU110,P&T,20.6,20.54,1492.789,1865.99,0.239,15.0,0.001,0.0189,128.0,1250,99.519,82.16
2485TM0000,GI,ZTU110,P&T,22.33,22.18,1410.482,1763.1,0.226,15.0,0.002,0.0199,128.0,1250,94.032,88.72
2485TN0000,GI,ZTU110,P&T,21.97,21.965,1596.354,1995.44,0.255,15.0,0.001,0.0189,128.0,1250,106.424,87.86
2485TV1000,GI,ZST955,Retail,13.119,13.35,750.0,915.0,0.263,14.0,0.002,0.0422,287.0,1220,53.571,57.214
2485TV2000,GI,ZST955,Retail,10.131,10.31,580.0,707.6,0.203,8.0,0.002,0.0422,287.0,1220,72.5,77.325
2485TY1000,GI,ZST955,Retail,13.376,13.72,720.0,913.68,0.347,14.0,0.002,0.0552,380.0,1269,51.429,58.8
2485TY2000,GI,ZST955,Retail,10.534,10.805,600.0,761.4,0.289,9.0,0.002,0.0552,380.0,1269,66.667,72.033
2485UK0000,PPGL,LCO955,Other,21.1,22.02,5567.212,6792.0,1.019,41.0,0.0,0.04,150.0,1220,135.786,32.224
2485UL1000,GI,ZST955,Retail,13.463,13.805,750.0,951.75,0.362,13.0,0.002,0.0552,380.0,1269,57.692,63.715
2485UL2000,GI,ZST955,Retail,10.977,11.255,600.0,761.4,0.289,11.0,0.002,0.0552,380.0,1269,54.545,61.391
2485VJ1000,GI,ZPL110,Panel,13.663,13.805,650.0,825.5,0.237,13.0,0.002,0.0422,287.0,1270,50.0,63.715
2485VJ2000,GI,ZPL110,Panel,11.367,11.485,550.0,698.5,0.2,10.0,0.002,0.0422,287.0,1270,55.0,68.91
2485VQZ100,GI,ZPK001,Other,8.5,8.71,1112.223,1384.72,0.222,10.0,0.001,0.0234,160.0,1245,111.222,52.26
2485VQZZ00,GI,ZPK001,Other,7.5,7.675,957.0,1191.46,0.179,11.0,0.001,0.022,150.0,1245,87.0,41.864
2485VR0000,PPGL,LCO955,Other,20.96,21.865,5790.2,7064.04,1.132,40.0,0.0,0.0427,160.289,1220,144.755,32.797
2485VZ0000,PPGL,LSP955,Other,20.97,21.425,2978.771,3723.46,0.588,20.0,0.001,0.0431,158.0,1250,148.939,64.275
2485WH1000,GI,ZGN110,Retail,9.691,9.955,2025.803,2532.25,0.324,12.0,0.0,0.0179,128.0,1250,168.817,49.775
2485WH2000,GI,ZGN110,Retail,10.829,11.125,2263.894,2829.87,0.362,15.0,0.0,0.0179,128.0,1250,150.926,44.5
2485WU1000,GI,ZST955,Retail,13.375,13.785,1000.0,1240.0,0.459,10.0,0.001,0.0528,370.0,1240,100.0,82.71
2485WU2000,GI,ZST955,Retail,11.115,11.455,799.0,990.76,0.367,10.0,0.001,0.0528,370.0,1240,79.9,68.73
2485WV1000,GI,ZPK001,Other,7.068,7.08,1200.0,1482.0,0.13,27.0,0.001,0.0133,88.0,1235,44.444,15.733
2485WV2000,GI,ZPK001,Other,7.108,7.12,1210.0,1494.35,0.132,15.0,0.001,0.0133,88.0,1235,80.667,28.48
2485WV3000,GI,ZPK001,Other,6.374,6.385,1020.0,1259.7,0.111,10.0,0.001,0.0133,88.0,1235,102.0,38.31
2485WW1000,PPGL,LCO955,Other,7.868,8.15,2170.1,2647.52,0.42,15.0,0.0,0.0423,158.623,1220,144.673,32.6
2485WW2000,PPGL,LCO955,Other,13.722,14.215,3787.7,4620.99,0.736,26.0,0.0,0.0425,159.29,1220,145.681,32.804
2485XC1000,GI,ZST955,Retail,13.352,13.775,1000.0,1220.0,0.439,18.0,0.001,0.0514,360.0,1220,55.556,45.917
2485XC2000,GI,ZST955,Retail,6.048,6.24,420.0,512.4,0.193,6.0,0.002,0.0547,376.0,1220,70.0,62.4
2485XJ0000,PPGL,LPR955,Other,21.33,21.665,5411.939,6602.57,0.462,40.0,0.0,0.0187,70.0,1220,135.298,32.498
2485XK1000,GL,APL110,Other,12.171,11.71,801.4,1001.75,0.151,9.0,0.002,0.0423,151.155,1250,89.044,78.067
2485XK2000,GL,APL110,Other,9.989,9.61,658.8,823.5,0.127,7.0,0.002,0.0431,154.0,1250,94.114,82.371
2485XL0000,GL,AFH955,Other,22.41,20.515,1380.547,1739.49,0.275,35.0,0.002,0.0441,158.0,1260,39.444,35.169
2485XM0000,PPGL,LCO955,Other,21.75,22.49,5528.9,6745.26,1.078,38.0,0.0,0.0426,159.758,1220,145.497,35.511
2485XN1000,GI,ZST955,Retail,13.234,13.765,1120.0,1388.8,0.556,10.0,0.001,0.057,400.0,1240,112.0,82.59
2485XN2000,GI,ZST955,Retail,10.066,10.47,880.0,1091.2,0.404,10.0,0.001,0.0528,370.0,1240,88.0,62.82
2485XR0000,GI,ZPK001,Other,22.26,22.38,2790.0,3445.65,0.276,38.0,0.001,0.0122,80.0,1235,73.421,35.337
2485XX0000,PPGL,LID955,Other,25.31,25.285,4107.0,5914.08,0.416,28.0,0.001,0.0197,70.302,1440,146.679,54.182
2485XZ1000,GL,APL110,Other,11.614,11.705,801.7,1002.12,0.159,9.0,0.001,0.0434,158.869,1250,89.078,78.033
2485XZ2000,GL,APL110,Other,10.636,10.72,735.1,918.88,0.145,8.0,0.001,0.0431,157.9,1250,91.888,80.4
2485YG0000,GL,AFH955,Other,22.18,22.38,1458.0,1837.08,0.29,20.0,0.002,0.0441,158.0,1260,72.9,67.14
2485YK1000,GL,AFH955,Other,22.259,22.46,1500.0,1890.0,0.299,18.0,0.002,0.0441,158.0,1260,83.333,74.867
2485YK2000,GL,AFH955,Other,3.711,3.745,208.0,262.08,0.041,5.0,0.002,0.0441,158.0,1260,41.6,44.94
2485YR0000,PPGL,LPR955,Other,21.31,21.6,5395.702,6582.76,0.461,20.0,0.0,0.0187,70.0,1220,269.785,64.8
2485ZN1000,GL,AFH955,Other,8.355,8.08,935.897,1141.79,0.18,10.0,0.001,0.0431,158.0,1220,93.59,48.48
2485ZN2000,GL,AFH955,Other,8.345,8.07,934.739,1140.38,0.18,10.0,0.001,0.0431,158.0,1220,93.474,48.42
2485ZR1000,GL,APL110,Other,14.023,14.37,2456.7,3120.01,0.486,16.0,0.001,0.0425,155.77,1270,153.544,53.887
2485ZR2000,GL,APL110,Other,12.017,12.315,2107.6,2676.65,0.416,15.0,0.001,0.0424,155.331,1270,140.507,49.26
24860B1000,GL,AFH955,Other,11.592,11.675,813.956,927.91,0.167,11.0,0.002,0.05,180.0,1140,73.996,63.682
24860B2000,GL,AFH955,Other,11.328,11.41,795.481,906.85,0.163,10.0,0.002,0.05,180.0,1140,79.548,68.46
24860W1000,GI,ZPK001,Other,7.41,7.42,1220.0,1506.7,0.133,13.0,0.001,0.0133,88.0,1235,93.846,34.246
24860W2000,GI,ZPK001,Other,7.38,7.39,1220.0,1506.7,0.133,9.0,0.001,0.0133,88.0,1235,135.556,49.267
24860W3000,GI,ZPK001,Other,7.5,7.51,1288.989,1591.9,0.14,11.0,0.001,0.0133,88.0,1235,117.181,40.964
24861A1000,GI,ZST935,Retail,9.462,9.855,1300.0,1251.9,0.501,35.0,0.001,0.057,400.0,963,37.143,16.894
24861A2000,GI,ZST935,Retail,7.738,8.06,1000.0,963.0,0.385,10.0,0.001,0.057,400.0,963,100.0,48.36
24861F1000,GI,ZST935,Retail,7.589,7.895,1000.0,963.0,0.385,35.0,0.001,0.057,400.0,963,28.571,13.534
24861F2000,GI,ZST935,Retail,6.781,7.055,930.0,895.59,0.358,10.0,0.001,0.057,400.0,963,93.0,42.33
24861G1000,GI,ZST935,Retail,7.346,6.285,831.399,800.64,0.128,15.0,0.001,0.0234,160.0,963,55.427,25.14
24861G2000,GI,ZST935,Retail,7.164,6.13,810.895,780.89,0.125,10.0,0.001,0.0234,160.0,963,81.09,36.78
24861H1000,GI,ZST935,Retail,9.242,9.85,1200.0,1155.6,0.612,15.0,0.001,0.0752,530.0,963,80.0,39.4
24861H2000,GI,ZST935,Retail,8.008,8.535,1075.0,1035.22,0.549,10.0,0.001,0.0752,530.0,963,107.5,51.21
24861S0000,GI,ZPK001,Other,22.45,22.555,2780.0,3461.1,0.277,46.0,0.001,0.0122,80.0,1245,60.435,29.42
24861Y1000,GI,ZGN110,Retail,9.828,9.9,1032.035,1259.08,0.161,13.0,0.001,0.0189,128.0,1220,79.387,45.692
24861Y2000,GI,ZGN110,Retail,9.962,10.035,1046.108,1276.25,0.163,16.0,0.001,0.0189,128.0,1220,65.382,37.631
24866R0000,GL,AFH955,Other,24.5,24.66,1615.0,2034.9,0.322,20.0,0.002,0.0441,158.0,1260,80.75,73.98
24869H1000,GI,ZAP130,Appliance,12.506,12.835,820.0,1041.4,0.333,15.0,0.002,0.0468,320.0,1270,54.667,51.34
24869H2000,GI,ZAP130,Appliance,10.854,11.14,720.0,914.4,0.293,8.0,0.002,0.0468,320.0,1270,90.0,83.55
24869T1000,GI,ZPL130,Panel,12.58,12.865,2147.345,2727.13,0.349,10.0,0.001,0.0189,128.0,1270,214.734,77.19
24869T2000,GI,ZPL130,Panel,13.49,13.795,2302.574,2924.27,0.374,10.0,0.001,0.0189,128.0,1270,230.257,82.77
24869Y1000,GI,ZST955,Retail,13.406,13.715,720.0,913.68,0.316,11.0,0.002,0.0505,346.0,1269,65.455,74.809
24869Y2000,GI,ZST955,Retail,10.654,10.9,600.0,761.4,0.263,11.0,0.002,0.0505,346.0,1269,54.545,59.455
2486AQ1000,GI,ZST935,Retail,9.363,9.86,1150.0,1107.45,0.509,35.0,0.001,0.0654,460.0,963,32.857,16.903
2486AQ2000,GI,ZST935,Retail,7.867,8.285,1150.0,1107.45,0.465,10.0,0.001,0.0598,420.0,963,115.0,49.71
2486AZ1000,GI,ZAP130,Appliance,13.552,13.725,850.0,1079.5,0.31,16.0,0.002,0.0422,287.0,1270,53.125,51.469
2486AZ2000,GI,ZAP130,Appliance,11.088,11.23,749.776,952.22,0.273,11.0,0.001,0.0412,287.0,1270,68.161,61.255
2486BM0000,GL,AFH955,Other,22.39,22.495,1470.2,1852.45,0.286,19.0,0.002,0.0432,154.365,1260,77.379,71.037
2486BP1000,GI,ZST955,Retail,13.147,13.36,780.0,951.6,0.273,11.0,0.002,0.0422,287.0,1220,70.909,72.873
2486BP2000,GI,ZST955,Retail,10.253,10.42,550.0,671.0,0.193,10.0,0.002,0.0422,287.0,1220,55.0,62.52
2486BV1000,GI,ZST955,Retail,13.371,13.775,1000.0,1220.0,0.451,14.0,0.001,0.0528,370.0,1220,71.429,59.036
2486BV2000,GI,ZST955,Retail,10.099,10.405,753.0,918.66,0.34,10.0,0.001,0.0528,370.0,1220,75.3,62.43
2486BY1000,GI,ZGN110,Retail,11.379,11.42,968.302,1210.38,0.107,11.0,0.001,0.0133,88.0,1250,88.027,62.291
2486BY2000,GI,ZGN110,Retail,10.921,10.96,929.299,1161.62,0.102,14.0,0.001,0.0133,88.0,1250,66.378,46.971
2486CJ1000,GI,ZST955,Retail,13.154,13.35,770.0,939.4,0.27,12.0,0.002,0.0422,287.0,1220,64.167,66.75
2486CJ2000,GI,ZST955,Retail,9.976,10.125,570.0,695.4,0.2,10.0,0.002,0.0422,287.0,1220,57.0,60.75
2486CT1000,GI,ZST955,Retail,13.228,13.76,1100.0,1342.0,0.537,10.0,0.001,0.057,400.0,1220,110.0,82.56
2486CT2000,GI,ZST955,Retail,10.912,11.35,1007.0,1228.54,0.455,13.0,0.001,0.0528,370.0,1220,77.462,52.385
2486DB1000,GI,ZST935,Retail,6.974,7.09,777.0,748.25,0.12,10.0,0.001,0.0234,160.0,963,77.7,42.54
2486DB2000,GI,ZST935,Retail,3.305,3.36,360.0,346.68,0.055,10.0,0.001,0.0234,160.0,963,36.0,20.16
2486DB3000,GI,ZST935,Retail,5.331,5.42,550.0,529.65,0.09,15.0,0.001,0.0248,170.0,963,36.667,21.68
