Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
2486DL1000,GI,ZAP130,Appliance,13.393,13.735,850.0,1079.5,0.345,14.0,0.002,0.0468,320.0,1270,60.714,58.864
2486DL2000,GI,ZAP130,Appliance,11.877,12.18,813.204,1032.77,0.33,12.0,0.001,0.0458,320.0,1270,67.767,60.9
2486DM1000,GI,ZGN110,Retail,13.921,13.85,629.219,880.91,0.078,8.0,0.002,0.0143,88.0,1400,78.652,103.875
2486DM2000,GI,ZGN110,Retail,13.529,13.46,611.501,856.1,0.075,10.0,0.002,0.0143,88.0,1400,61.15,80.76
2486DP1000,GI,ZST955,Retail,13.195,13.775,1200.0,1488.0,0.595,13.0,0.001,0.057,400.0,1240,92.308,63.577
2486DP2000,GI,ZST955,Retail,10.475,10.935,830.0,1029.2,0.463,10.0,0.001,0.064,450.0,1240,83.0,65.61
2486DQ1000,GI,ZGN110,Retail,12.002,11.95,542.9,760.06,0.097,8.0,0.002,0.0199,128.0,1400,67.862,89.625
2486DQ2000,GI,ZGN110,Retail,10.988,10.94,497.015,695.82,0.089,10.0,0.002,0.0199,128.0,1400,49.701,65.64
2486DX1000,GI,ZST935,Retail,9.773,9.9,1050.0,1011.15,0.404,35.0,0.001,0.057,400.0,963,30.0,16.971
2486DX2000,GI,ZST935,Retail,6.397,6.48,714.0,687.58,0.275,10.0,0.001,0.057,400.0,963,71.4,38.88
2486FF0000,GL,AFH955,Other,22.32,22.425,1465.8,1846.91,0.285,18.0,0.002,0.0431,154.255,1260,81.433,74.75
2486FZ1000,GI,ZST955,Retail,13.39,13.735,750.0,951.75,0.362,13.0,0.002,0.0552,380.0,1269,57.692,63.392
2486FZ2000,GI,ZST955,Retail,11.27,11.56,610.0,774.09,0.294,10.0,0.002,0.0552,380.0,1269,61.0,69.36
2486GH1000,GI,ZPL110,Panel,11.764,11.9,550.0,698.5,0.2,11.0,0.002,0.0422,287.0,1270,50.0,64.909
2486GH2000,GI,ZPL110,Panel,11.176,11.305,540.0,685.8,0.197,9.0,0.002,0.0422,287.0,1270,60.0,75.367
2486GK1000,GI,ZAP130,Appliance,13.403,13.745,850.0,1079.5,0.345,14.0,0.002,0.0468,320.0,1270,60.714,58.907
2486GK2000,GI,ZAP130,Appliance,12.057,12.365,825.555,1048.45,0.336,12.0,0.001,0.0458,320.0,1270,68.796,61.825
2486GL1000,GI,ZST955,Retail,13.134,13.37,760.0,927.2,0.266,12.0,0.002,0.0422,287.0,1220,63.333,66.85
2486GL2000,GI,ZST955,Retail,10.526,10.715,600.0,732.0,0.21,10.0,0.002,0.0422,287.0,1220,60.0,64.29
2486GP1000,GI,ZPL110,Panel,13.22,13.535,875.0,1111.25,0.378,14.0,0.002,0.0496,340.0,1270,62.5,58.007
2486GP2000,GI,ZPL110,Panel,11.77,12.05,775.0,984.25,0.335,21.0,0.002,0.0496,340.0,1270,36.905,34.429
2486GY1000,GI,ZTU110,P&T,4.677,4.695,407.862,497.59,0.044,8.0,0.001,0.0133,88.0,1220,50.983,35.213
2486GY2000,GI,ZTU110,P&T,17.113,17.18,1492.454,1820.79,0.16,16.0,0.001,0.0133,88.0,1220,93.278,64.425
2486HG1000,GI,ZAP130,Appliance,9.903,10.06,1202.862,1828.35,0.234,10.0,0.001,0.0189,128.0,1520,120.286,60.36
2486HG2000,GI,ZAP130,Appliance,13.677,13.895,1661.408,2525.34,0.323,10.0,0.001,0.0189,128.0,1520,166.141,83.37
2486HJ1000,GI,ZST955,Retail,13.5,13.73,800.0,976.0,0.28,14.0,0.002,0.0422,287.0,1220,57.143,58.843
2486HJ2000,GI,ZST955,Retail,11.19,11.38,620.0,756.4,0.217,10.0,0.002,0.0422,287.0,1220,62.0,68.28
2486HL0000,GL,AFH955,Other,21.91,22.03,1438.1,1812.01,0.28,19.0,0.002,0.0432,154.5,1260,75.689,69.568
2486JC1000,GI,ZST955,Retail,13.314,13.785,1000.0,1240.0,0.484,10.0,0.001,0.0556,390.0,1240,100.0,82.71
2486JC2000,GI,ZST955,Retail,10.716,11.095,764.0,947.36,0.379,10.0,0.001,0.057,400.0,1240,76.4,66.57
2486JY0000,GI,ZPL925,Panel,17.36,17.52,2647.0,2739.64,0.329,29.0,0.001,0.0178,120.0,1035,91.276,36.248
2486LD1000,GI,ZPL925,Panel,11.288,11.435,1466.071,1817.93,0.233,16.0,0.001,0.0189,128.0,1240,91.629,42.881
2486LD2000,GI,ZPL925,Panel,10.592,10.73,1375.683,1705.85,0.218,14.0,0.001,0.0189,128.0,1240,98.263,45.986
2486LS1000,GI,ZST935,Retail,8.378,9.83,1225.0,1179.68,0.425,15.0,0.001,0.0514,360.0,963,81.667,39.32
2486LS2000,GI,ZST935,Retail,7.784,8.13,1050.0,1011.15,0.364,10.0,0.001,0.0514,360.0,963,105.0,48.78
2486MC1000,GI,ZST955,Retail,13.218,13.76,1126.0,1396.24,0.545,14.0,0.001,0.0556,390.0,1240,80.429,58.971
2486MC2000,GI,ZST955,Retail,10.332,10.755,900.0,1116.0,0.424,10.0,0.001,0.0542,380.0,1240,90.0,64.53
2486MJ1000,GI,ZST955,Retail,13.394,13.73,750.0,951.75,0.362,13.0,0.002,0.0552,380.0,1269,57.692,63.369
2486MJ2000,GI,ZST955,Retail,10.926,11.2,600.0,761.4,0.289,23.0,0.002,0.0552,380.0,1269,26.087,29.217
2486MW1000,GI,ZPL110,Panel,13.207,13.515,875.0,1111.25,0.378,14.0,0.002,0.0496,340.0,1270,62.5,57.921
2486MW2000,GI,ZPL110,Panel,9.943,10.175,650.0,825.5,0.281,21.0,0.002,0.0496,340.0,1270,30.952,29.071
2486NH1000,GI,ZAP221,Appliance,10.26,8.585,1676.062,2187.26,0.28,21.0,0.001,0.0189,128.0,1305,79.812,24.529
2486PX1000,GI,ZPL110,Panel,11.637,11.705,550.0,698.5,0.2,11.0,0.002,0.0422,287.0,1270,50.0,63.845
2486PX2000,GI,ZPL110,Panel,10.543,10.605,531.036,674.42,0.194,9.0,0.002,0.0422,287.0,1270,59.004,70.7
2486QB1000,GI,ZPL110,Panel,11.747,12.045,750.0,952.5,0.305,12.0,0.002,0.0468,320.0,1270,62.5,60.225
2486QB2000,GI,ZPL110,Panel,10.553,10.82,722.402,917.45,0.294,10.0,0.001,0.0458,320.0,1270,72.24,64.92
2486RG1000,GI,ZST955,Retail,13.213,13.765,1130.0,1378.6,0.565,0.0,0.001,0.0584,410.0,1220,inf,inf
2486RG2000,GI,ZST955,Retail,10.837,11.29,970.0,1183.4,0.473,13.0,0.001,0.057,400.0,1220,74.615,52.108
2486RW1000,GI,ZPL110,Panel,11.891,12.15,750.0,952.5,0.324,14.0,0.002,0.0496,340.0,1270,53.571,52.071
2486RW2000,GI,ZPL110,Panel,10.609,10.84,723.738,919.15,0.313,21.0,0.001,0.0486,340.0,1270,34.464,30.971
2486SQ1000,GI,ZPL110,Panel,11.776,12.07,775.0,984.25,0.335,14.0,0.002,0.0496,340.0,1270,55.357,51.729
2486SQ2000,GI,ZPL110,Panel,10.444,10.705,700.0,889.0,0.302,26.0,0.001,0.0486,340.0,1270,26.923,24.704
2486SZ1000,GI,ZPL110,Panel,11.754,12.055,750.0,952.5,0.305,14.0,0.002,0.0468,320.0,1270,53.571,51.664
2486SZ2000,GI,ZPL110,Panel,10.726,11.0,734.42,932.71,0.298,7.0,0.001,0.0458,320.0,1270,104.917,94.286
2486TG1000,GI,ZGN110,Retail,12.46,12.425,863.504,1053.47,0.135,10.0,0.002,0.0199,128.0,1220,86.35,74.55
2486TG2000,GI,ZGN110,Retail,10.55,10.52,731.112,891.96,0.114,10.0,0.002,0.0199,128.0,1220,73.111,63.12
2486UL1000,GI,ZGN110,Retail,11.056,11.105,1157.651,1412.33,0.181,12.0,0.001,0.0189,128.0,1220,96.471,55.525
2486UL2000,GI,ZGN110,Retail,10.365,10.49,1084.158,1322.67,0.169,15.0,0.001,0.0189,128.0,1220,72.277,41.96
2486VA1000,GI,ZST935,Retail,9.342,9.84,1250.0,1203.75,0.506,35.0,0.001,0.0598,420.0,963,35.714,16.869
2486VA2000,GI,ZST935,Retail,7.738,8.15,1050.0,1011.15,0.425,10.0,0.001,0.0598,420.0,963,105.0,48.9
2486VH1000,GI,ZST955,Retail,13.325,13.79,1000.0,1240.0,0.496,12.0,0.001,0.057,400.0,1240,83.333,68.95
2486VH2000,GI,ZST955,Retail,10.165,10.52,720.0,892.8,0.357,11.0,0.001,0.057,400.0,1240,65.455,57.382
2486VT1000,GI,ZPL110,Panel,11.836,11.905,560.0,711.2,0.204,11.0,0.002,0.0422,287.0,1270,50.909,64.936
2486VT2000,GI,ZPL110,Panel,10.434,10.495,525.528,667.42,0.192,9.0,0.002,0.0422,287.0,1270,58.392,69.967
2486VU1000,GI,ZPL110,Panel,12.549,12.84,800.0,1016.0,0.345,14.0,0.002,0.0496,340.0,1270,57.143,55.029
2486VU2000,GI,ZPL110,Panel,9.621,9.845,657.306,834.78,0.284,21.0,0.001,0.0486,340.0,1270,31.3,28.129
2486VY1000,GI,ZGN110,Retail,11.325,11.395,1159.419,1449.27,0.128,12.0,0.001,0.0133,88.0,1250,96.618,56.975
2486VY2000,GI,ZGN110,Retail,10.485,10.55,1073.442,1341.8,0.118,10.0,0.001,0.0133,88.0,1250,107.344,63.3
2486WG1000,GL,AFH955,Other,11.557,11.59,646.424,736.92,0.141,9.0,0.002,0.0532,192.0,1140,71.825,77.267
2486WG2000,GL,AFH955,Other,11.193,11.225,626.067,713.72,0.137,8.0,0.002,0.0532,192.0,1140,78.258,84.188
2486YA1000,GI,ZPL110,Panel,12.398,12.83,1000.0,1270.0,0.432,10.0,0.001,0.0486,340.0,1270,100.0,76.98
2486YA2000,GI,ZPL110,Panel,9.852,10.195,850.843,1080.57,0.367,15.0,0.001,0.0486,340.0,1270,56.723,40.78
2486YH1000,GI,ZST955,Retail,13.497,13.745,790.0,963.8,0.277,12.0,0.002,0.0422,287.0,1220,65.833,68.725
2486YH2000,GI,ZST955,Retail,10.173,10.36,570.0,695.4,0.2,11.0,0.002,0.0422,287.0,1220,51.818,56.509
24871C1000,GI,ZGN110,Retail,11.334,11.37,1185.276,1446.04,0.185,20.0,0.001,0.0189,128.0,1220,59.264,34.11
24871C2000,GI,ZGN110,Retail,10.966,11.0,1146.705,1398.98,0.179,14.0,0.001,0.0189,128.0,1220,81.908,47.143
24871M1000,GI,ZPL110,Panel,12.427,12.805,1000.0,1270.0,0.432,10.0,0.001,0.0486,340.0,1270,100.0,76.83
24871M2000,GI,ZPL110,Panel,9.913,10.215,852.512,1082.69,0.368,15.0,0.001,0.0486,340.0,1270,56.834,40.86
24874B1000,GI,ZST935,Retail,8.19,8.26,910.548,876.86,0.112,11.0,0.001,0.0189,128.0,963,82.777,45.055
24874BZ000,GI,ZST935,Retail,7.8,7.695,848.265,816.88,0.098,12.0,0.001,0.0178,120.0,963,70.689,38.475
24876H1000,GI,ZGN110,Retail,12.58,12.435,632.618,790.77,0.101,10.0,0.002,0.0199,128.0,1250,63.262,74.61
24876H2000,GI,ZGN110,Retail,10.42,10.3,524.002,655.0,0.084,10.0,0.002,0.0199,128.0,1250,52.4,61.8
24878M1000,GI,ZST935,Retail,8.57,7.695,1017.918,980.26,0.274,15.0,0.001,0.0402,280.0,963,67.861,30.78
24878M2000,GI,ZST935,Retail,5.87,5.27,697.131,671.34,0.188,10.0,0.001,0.0402,280.0,963,69.713,31.62
24879G1000,GI,ZGN110,Retail,11.795,11.925,1553.916,1895.78,0.243,5.0,0.001,0.0189,128.0,1220,310.783,143.1
24879G2000,GI,ZGN110,Retail,10.055,10.165,1324.575,1615.98,0.207,5.0,0.001,0.0189,128.0,1220,264.915,121.98
2487AB1000,GL,AFH955,Other,12.263,11.66,784.654,988.66,0.156,12.0,0.002,0.0441,158.0,1260,65.388,58.3
2487AB2000,GL,AFH955,Other,9.997,9.505,639.634,805.94,0.127,8.0,0.002,0.0441,158.0,1260,79.954,71.288
2487AF1000,GI,ZGN110,Retail,11.641,11.67,1205.1,1506.38,0.131,16.0,0.001,0.0132,86.94,1250,75.319,43.762
2487AF2000,GI,ZGN110,Retail,10.499,10.525,1085.5,1356.88,0.131,13.0,0.001,0.0145,96.456,1250,83.5,48.577
2487AK1000,GI,ZGN110,Retail,11.358,11.4,1188.404,1449.85,0.186,10.0,0.001,0.0189,128.0,1220,118.84,68.4
2487AK2000,GI,ZGN110,Retail,10.462,10.5,1094.582,1335.39,0.171,10.0,0.001,0.0189,128.0,1220,109.458,63.0
2487AS1000,GI,ZPL110,Panel,12.556,12.85,800.0,1016.0,0.345,10.0,0.002,0.0496,340.0,1270,80.0,77.1
2487AS2000,GI,ZPL110,Panel,9.664,9.89,660.311,838.59,0.285,15.0,0.001,0.0486,340.0,1270,44.021,39.56
2487AU0000,PPGL,LID955,Other,23.94,24.16,4806.9,6921.94,0.53,31.0,0.0,0.0204,76.548,1440,155.061,46.761
2487AW1000,GI,ZPL110,Panel,11.627,11.7,550.0,698.5,0.2,11.0,0.002,0.0422,287.0,1270,50.0,63.818
2487AW2000,GI,ZPL110,Panel,10.533,10.6,530.786,674.1,0.193,9.0,0.002,0.0422,287.0,1270,58.976,70.667
2487BC0000,PPGL,LCO955,Other,19.2,19.98,5313.0,6481.86,1.002,34.0,0.0,0.0412,154.659,1220,156.265,35.259
2487BZ1000,GI,ZPL130,Panel,9.1,9.345,779.904,990.48,0.337,10.0,0.001,0.0486,340.0,1270,77.99,56.07
2487BZ2000,GI,ZPL130,Panel,12.79,13.135,1050.0,1333.5,0.453,15.0,0.001,0.0486,340.0,1270,70.0,52.54
2487CM1000,GI,ZGN110,Retail,11.105,11.125,1159.736,1414.88,0.125,16.0,0.001,0.0133,88.0,1220,72.484,41.719
2487CM2000,GI,ZGN110,Retail,10.745,10.765,1122.208,1369.09,0.12,18.0,0.001,0.0133,88.0,1220,62.345,35.883
2487DV1000,GI,ZPL110,Panel,12.305,12.78,1250.0,1587.5,0.54,10.0,0.001,0.0486,340.0,1270,125.0,76.68
2487DV2000,GI,ZPL110,Panel,10.105,10.495,1000.0,1270.0,0.432,15.0,0.001,0.0486,340.0,1270,66.667,41.98
2487DX1000,GI,ZPL130,Panel,14.916,12.86,1073.255,1363.03,0.463,10.0,0.001,0.0486,340.0,1270,107.326,77.16
2487DX2000,GI,ZPL130,Panel,7.284,6.28,524.109,665.62,0.226,15.0,0.001,0.0486,340.0,1270,34.941,25.12
2487FC1000,GI,ZPL130,Panel,8.807,8.92,1000.0,1250.0,0.425,10.0,0.001,0.0486,340.0,1250,100.0,53.52
2487FC2000,GI,ZPL130,Panel,6.343,6.425,750.0,937.5,0.319,15.0,0.001,0.0486,340.0,1250,50.0,25.7
2487FK1000,GI,ZGN110,Retail,12.031,11.96,608.453,760.57,0.097,10.0,0.002,0.0199,128.0,1250,60.845,71.76
2487FK2000,GI,ZGN110,Retail,10.109,10.05,511.284,639.1,0.082,10.0,0.002,0.0199,128.0,1250,51.128,60.3
2487FV0000,GI,ZPL925,Panel,21.9,22.09,1824.0,2280.0,0.274,28.0,0.001,0.0178,120.0,1250,65.143,47.336
2487FX1000,GI,ZPL130,Panel,11.264,11.38,1139.687,1447.4,0.185,20.0,0.001,0.0189,128.0,1270,56.984,34.14
2487FX2000,GI,ZPL130,Panel,10.636,10.745,1076.093,1366.64,0.175,20.0,0.001,0.0189,128.0,1270,53.805,32.235
2487FZ0000,GL,AFH955,Other,22.03,22.18,1446.6,1822.72,0.271,20.0,0.002,0.0417,148.889,1260,72.33,66.54
2487GA1000,GI,ZPL120,Panel,11.445,11.655,1400.0,1778.0,0.605,10.0,0.001,0.0486,340.0,1270,140.0,69.93
2487GA2000,GI,ZPL120,Panel,10.675,10.87,1320.0,1676.4,0.57,15.0,0.001,0.0486,340.0,1270,88.0,43.48
2487GD1000,GI,ZPL120,Panel,11.731,11.87,1150.0,1460.5,0.187,18.0,0.001,0.0189,128.0,1270,63.889,39.567
2487GD2000,GI,ZPL120,Panel,10.669,10.795,1050.0,1333.5,0.171,15.0,0.001,0.0189,128.0,1270,70.0,43.18
2487GK0000,GI,ZTU110,P&T,22.15,22.195,1881.915,2352.39,0.301,15.0,0.001,0.0189,128.0,1250,125.461,88.78
2487GN1000,GI,ZPL120,Panel,11.419,11.695,1420.0,1803.4,0.613,10.0,0.001,0.0486,340.0,1270,142.0,70.17
2487GN2000,GI,ZPL120,Panel,10.911,11.175,1320.0,1676.4,0.57,15.0,0.001,0.0486,340.0,1270,88.0,44.7
2487GR1000,GI,ZPL110,Panel,11.651,11.895,750.0,952.5,0.273,8.0,0.002,0.0422,287.0,1270,93.75,89.212
2487GR2000,GI,ZPL110,Panel,10.579,10.8,721.067,915.76,0.263,5.0,0.001,0.0412,287.0,1270,144.213,129.6
2487HB0000,GI,ZPL925,Panel,21.99,22.175,1830.0,2287.5,0.274,30.0,0.001,0.0178,120.0,1250,61.0,44.35
2487HS0000,GI,ZPL925,Panel,21.88,22.0,1820.0,2275.0,0.273,28.0,0.001,0.0178,120.0,1250,65.0,47.143
2487HT1000,GI,ZPL110,Panel,8.87,8.9,710.0,901.7,0.115,15.0,0.001,0.0189,128.0,1270,47.333,35.6
2487HT2000,GI,ZPL110,Panel,9.06,9.09,758.623,963.45,0.123,9.0,0.001,0.0189,128.0,1270,84.291,60.6
2487HW1000,GI,ZPL130,Panel,11.774,11.895,1300.0,1625.0,0.552,10.0,0.001,0.0486,340.0,1250,130.0,71.37
2487HW2000,GI,ZPL130,Panel,9.176,9.27,1025.0,1281.25,0.436,15.0,0.001,0.0486,340.0,1250,68.333,37.08
2487HZ0000,GI,ZPL120,Panel,22.4,22.675,2210.0,2806.7,0.337,31.0,0.001,0.0178,120.0,1270,71.29,43.887
2487JC0000,GI,ZPL925,Panel,22.06,22.185,1835.0,2293.75,0.275,29.0,0.001,0.0178,120.0,1250,63.276,45.9
2487KZ0000,GL,AFH955,Other,22.33,22.42,1463.3,1843.76,0.285,19.0,0.002,0.0432,154.554,1260,77.016,70.8
2487LC1000,GI,ZPL130,Panel,11.762,11.885,1300.0,1625.0,0.208,17.0,0.001,0.0189,128.0,1250,76.471,41.947
2487LC2000,GI,ZPL130,Panel,10.238,10.345,1120.0,1400.0,0.179,13.0,0.001,0.0189,128.0,1250,86.154,47.746
2487LF1000,GI,ZPL130,Panel,11.709,11.885,1300.0,1625.0,0.211,10.0,0.001,0.0192,130.0,1250,130.0,71.31
2487LF2000,GI,ZPL130,Panel,10.551,10.71,1200.0,1500.0,0.195,15.0,0.001,0.0192,130.0,1250,80.0,42.84
2487LM1000,GI,ZPL130,Panel,11.721,11.87,1300.0,1625.0,0.208,16.0,0.001,0.0189,128.0,1250,81.25,44.512
2487LM2000,GI,ZPL130,Panel,10.359,10.49,1185.93,1482.41,0.19,17.0,0.001,0.0189,128.0,1250,69.761,37.024
2487LP1000,GI,ZPL130,Panel,11.786,11.985,1300.0,1625.0,0.208,15.0,0.001,0.0189,128.0,1250,86.667,47.94
2487LP2000,GI,ZPL130,Panel,10.164,10.335,1168.407,1460.51,0.187,13.0,0.001,0.0189,128.0,1250,89.877,47.7
2487LS1000,GI,ZPL120,Panel,11.836,11.905,950.0,1206.5,0.154,16.0,0.001,0.0189,128.0,1270,59.375,44.644
2487LS2000,GI,ZPL120,Panel,10.414,10.475,850.0,1079.5,0.138,17.0,0.001,0.0189,128.0,1270,50.0,36.971
2487LZ1000,GI,ZPL130,Panel,10.718,10.865,1200.0,1500.0,0.192,16.0,0.001,0.0189,128.0,1250,75.0,40.744
2487LZ2000,GI,ZPL130,Panel,10.012,10.15,1110.0,1387.5,0.178,15.0,0.001,0.0189,128.0,1250,74.0,40.6
2487MK1000,GI,ZPL130,Panel,11.287,11.38,1200.0,1500.0,0.192,8.0,0.001,0.0189,128.0,1250,150.0,85.35
2487MK2000,GI,ZPL130,Panel,10.523,10.61,1100.0,1375.0,0.176,10.0,0.001,0.0189,128.0,1250,110.0,63.66
2487MW1000,GI,ZPL110,Panel,11.801,11.88,550.0,698.5,0.2,11.0,0.002,0.0422,287.0,1270,50.0,64.8
2487MW2000,GI,ZPL110,Panel,10.469,10.54,527.781,670.28,0.192,9.0,0.002,0.0422,287.0,1270,58.642,70.267
2487NA1000,GI,ZPL130,Panel,11.634,11.755,1300.0,1625.0,0.208,17.0,0.001,0.0189,128.0,1250,76.471,41.488
2487NA2000,GI,ZPL130,Panel,10.046,10.15,1125.0,1406.25,0.18,8.0,0.001,0.0189,128.0,1250,140.625,76.125
2487NJ0000,GI,ZPL925,Panel,21.83,21.9,1819.5,2274.38,0.288,28.0,0.001,0.0187,126.649,1250,64.982,46.929
2487NX1000,GI,ZST935,Retail,9.288,9.67,1260.0,1213.38,0.388,10.0,0.001,0.0458,320.0,963,126.0,58.02
2487NX2000,GI,ZST935,Retail,7.842,8.165,1040.0,1001.52,0.325,10.0,0.001,0.0465,325.0,963,104.0,48.99
2487PD1000,GI,ZPL130,Panel,11.892,12.07,1340.0,1675.0,0.214,15.0,0.001,0.0189,128.0,1250,89.333,48.28
2487PD2000,GI,ZPL130,Panel,10.778,10.94,1210.0,1512.5,0.194,16.0,0.001,0.0189,128.0,1250,75.625,41.025
2487PK1000,GI,ZPL130,Panel,11.532,11.66,1300.0,1625.0,0.208,17.0,0.001,0.0189,128.0,1250,76.471,41.153
2487PK2000,GI,ZPL130,Panel,10.528,10.645,1175.0,1468.75,0.188,8.0,0.001,0.0189,128.0,1250,146.875,79.837
2487PW1000,GI,ZST935,Retail,7.103,7.36,950.0,914.85,0.256,9.0,0.001,0.0402,280.0,963,105.556,49.067
2487PW2000,GI,ZST935,Retail,7.297,7.56,950.0,914.85,0.261,10.0,0.001,0.0409,285.0,963,95.0,45.36
24900F1000,GI,ZAP130,Appliance,11.491,11.53,740.0,939.8,0.12,10.0,0.002,0.0199,128.0,1270,74.0,69.18
24900F2000,GI,ZAP130,Appliance,10.889,10.925,700.0,889.0,0.114,11.0,0.002,0.0199,128.0,1270,63.636,59.591
24900S1000,GI,ZAP130,Appliance,11.707,11.73,740.0,939.8,0.12,12.0,0.002,0.0199,128.0,1270,61.667,58.65
24900S2000,GI,ZAP130,Appliance,10.733,10.755,718.063,911.94,0.117,15.0,0.001,0.0189,128.0,1270,47.871,43.02
24900V1000,GI,ZAP130,Appliance,11.694,11.73,720.0,914.4,0.117,8.0,0.002,0.0199,128.0,1270,90.0,87.975
24900V2000,GI,ZAP130,Appliance,10.876,10.91,710.0,901.7,0.115,11.0,0.002,0.0199,128.0,1270,64.545,59.509
24900W1000,GI,ZAP130,Appliance,11.693,11.73,750.0,952.5,0.122,10.0,0.002,0.0199,128.0,1270,75.0,70.38
24900W2000,GI,ZAP130,Appliance,10.567,10.6,690.0,876.3,0.112,10.0,0.002,0.0199,128.0,1270,69.0,63.6
24901AZ000,GI,ZPL130,Panel,13.26,13.26,663.983,843.26,0.232,14.0,0.002,0.0405,275.0,1270,47.427,56.829
24901B1000,GI,ZAP130,Appliance,11.7,11.76,769.0,976.63,0.125,20.0,0.002,0.0199,128.0,1270,38.45,35.28
24901B2000,GI,ZAP130,Appliance,10.75,10.805,700.0,889.0,0.114,19.0,0.002,0.0199,128.0,1270,36.842,34.121
24901L1000,GI,ZAP130,Appliance,11.742,11.64,750.0,952.5,0.122,12.0,0.002,0.0199,128.0,1270,62.5,58.2
24901L2000,GI,ZAP130,Appliance,10.618,10.525,680.0,863.6,0.111,14.0,0.002,0.0199,128.0,1270,48.571,45.107
24901P1000,GI,ZPL130,Panel,11.546,11.66,1333.0,1666.25,0.211,17.0,0.001,0.0187,126.423,1250,78.412,41.153
24901P2000,GI,ZPL130,Panel,10.754,10.86,1242.5,1553.12,0.224,16.0,0.001,0.0212,144.0,1250,77.656,40.725
24901U1000,GI,ZEX922,export,14.401,14.425,700.0,964.6,0.143,14.0,0.002,0.0227,148.0,1378,50.0,61.821
24901U2000,GI,ZEX922,export,12.739,12.76,620.0,854.36,0.126,15.0,0.002,0.0227,148.0,1378,41.333,51.04
24901Z1000,GI,ZAP130,Appliance,11.704,11.715,760.0,965.2,0.124,12.0,0.002,0.0199,128.0,1270,63.333,58.575
24901Z2000,GI,ZAP130,Appliance,10.566,10.575,690.0,876.3,0.112,12.0,0.002,0.0199,128.0,1270,57.5,52.875
24902C0000,GI,ZPL925,Panel,21.85,21.9,1350.0,1687.5,0.202,15.0,0.002,0.0188,120.0,1250,90.0,87.6
24902J1000,GI,ZGN110,Retail,12.121,12.175,1251.8,1564.75,0.139,20.0,0.001,0.0135,89.144,1250,62.59,36.525
24902J2000,GI,ZGN110,Retail,10.369,10.415,1072.5,1340.62,0.118,16.0,0.001,0.0134,88.287,1250,67.031,39.056
24902K1000,GI,ZPL130,Panel,11.914,12.06,780.0,990.6,0.284,12.0,0.002,0.0422,287.0,1270,65.0,60.3
24902K2000,GI,ZPL130,Panel,10.516,10.645,680.0,863.6,0.248,10.0,0.002,0.0422,287.0,1270,68.0,63.87
24902Q1000,GI,ZPL130,Panel,11.847,12.055,780.0,990.6,0.284,10.0,0.002,0.0422,287.0,1270,78.0,72.33
24902Q2000,GI,ZPL130,Panel,10.683,10.87,710.0,901.7,0.259,10.0,0.002,0.0422,287.0,1270,71.0,65.22
24903A1000,GI,ZPL110,Panel,11.708,11.795,1120.0,1422.4,0.182,16.0,0.001,0.0189,128.0,1270,70.0,44.231
24903A2000,GI,ZPL110,Panel,10.612,10.69,1050.0,1333.5,0.171,14.0,0.001,0.0189,128.0,1270,75.0,45.814
24903U1000,GI,ZPL130,Panel,11.796,12.035,780.0,990.6,0.284,11.0,0.002,0.0422,287.0,1270,70.909,65.645
24903U2000,GI,ZPL130,Panel,10.704,10.92,700.0,889.0,0.255,10.0,0.002,0.0422,287.0,1270,70.0,65.52
24903X1000,GI,ZAP130,Appliance,11.671,11.715,950.0,1206.5,0.154,13.0,0.001,0.0189,128.0,1270,73.077,54.069
24903X2000,GI,ZAP130,Appliance,10.689,10.73,850.0,1079.5,0.138,11.0,0.001,0.0189,128.0,1270,77.273,58.527
24903Y1000,GI,ZPL130,Panel,11.636,11.755,1300.0,1625.0,0.208,17.0,0.001,0.0189,128.0,1250,76.471,41.488
24903Y2000,GI,ZPL130,Panel,10.284,10.39,1150.0,1437.5,0.184,8.0,0.001,0.0189,128.0,1250,143.75,77.925
24904K1000,GI,ZPL110,Panel,10.404,10.47,1042.2,1323.59,0.168,11.0,0.001,0.0187,126.6,1270,94.745,57.109
24904K2000,GI,ZPL110,Panel,10.206,10.27,1025.1,1301.88,0.161,13.0,0.001,0.0184,123.9,1270,78.854,47.4
24904X1000,GI,ZGN110,Retail,10.115,10.13,1040.4,1300.5,0.11,14.0,0.001,0.0128,84.394,1250,74.314,43.414
24904X2000,GI,ZGN110,Retail,9.865,9.88,1016.7,1270.88,0.127,14.0,0.001,0.015,99.708,1250,72.621,42.343
24904Z1000,GI,ZPL110,Panel,11.599,11.685,1163.3,1477.39,0.187,13.0,0.001,0.0187,126.278,1270,89.485,53.931
24904Z2000,GI,ZPL110,Panel,10.731,10.81,1077.4,1368.3,0.173,12.0,0.001,0.0187,126.6,1270,89.783,54.05
24905B1000,GI,ZAP130,Appliance,11.647,11.71,950.0,1206.5,0.154,13.0,0.001,0.0189,128.0,1270,73.077,54.046
24905B2000,GI,ZAP130,Appliance,10.613,10.67,850.0,1079.5,0.138,12.0,0.001,0.0189,128.0,1270,70.833,53.35
24905T1000,GI,ZPL110,Panel,13.381,13.64,880.0,1117.6,0.321,13.0,0.002,0.0422,287.0,1270,67.692,62.954
